PropertyClass,PropertyZone,PropertyFrontage,PropertySize,Street,Alley,PropertyShape,Elevation,Amenities,Orientation,Grade,Neighborhood,Condition1,Condition2,BldgType,PropertyStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Roof1Material,Roof2Material,ExteriorCladdingType,ExteriorCladdingArea,ExterQual,ExterCond,PropertyFooting,BsmntFinish,BsmntMaintenance,BsmntVisibility,BsmntFinRat1,BsmntFinSty1,BsmntFinQual1,BsmtFinSF2,BsmtUnfSF,BsmntSqFtage,Heating,HeatingEfficiency,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,Bath1,Bath2,BedroomUpLev,KitchenUpLev,KitchenQual,CntRmsUpLev,Functional,CntFireplaces,QualFireplace,BasementType,BasementYrBlt,BasementFinish,BasementCars,BasementSqFootage,BasementQual,BasementCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,BoundaryFeatures,AddFeatures,AddVal,SaleMon,SaleYr,SaleType,SaleCondn,PropPrice,TotalSF,TotalBathrooms,PropertyAge,RemodAge,IsRemodeled,TotalPorchSF,HasPool,HasGarage,HasFireplace
20,RL,64.0,8712,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,3,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1968.0,Unf,1,756,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,153000,2298,2.0,52,9,1,0,0,1,0
60,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,783,783,GasA,5,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2003.0,Fin,2,393,3,3,Y,0,75,0,0,0,0,0,None,None,0,7,2006,WD,Normal,180000,2292,2.5,3,3,0,75,0,1,1
20,RL,50.0,14859,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,GasA,5,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,3,690,3,3,Y,144,60,0,0,0,0,0,None,None,0,8,2006,New,Partial,240000,3340,2.0,0,0,0,204,0,1,1
20,RL,71.0,6173,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,TA,TA,No,GLQ,599,Unf,0,277,876,GasA,3,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1967.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2007,WD,Normal,125500,1778,1.0,40,40,0,0,0,1,0
20,RL,80.0,9920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,GasA,3,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1954.0,RFn,1,280,3,3,Y,0,0,164,0,0,0,0,MnPrv,None,0,2,2010,WD,Normal,128000,2119,2.0,56,56,0,164,0,1,0
20,RL,116.0,13501,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,GasA,5,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,3,865,3,3,Y,0,60,0,0,0,0,0,None,None,0,6,2007,WD,Normal,255000,3259,3.0,1,1,0,60,0,1,1
50,RL,86.0,11500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,Gd,TA,No,Rec,223,Unf,0,794,1017,GasA,4,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,4,6,Typ,1,4,Attchd,1936.0,Fin,1,180,2,3,Y,0,0,0,0,322,0,0,None,None,0,6,2006,WD,Normal,250000,3074,1.5,70,19,1,322,0,1,1
20,RL,73.0,8885,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,Gd,TA,Av,BLQ,301,ALQ,324,239,864,GasA,3,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,3,5,Typ,0,0,Attchd,1983.0,Unf,2,484,3,3,Y,164,0,0,0,0,0,0,MnPrv,None,0,6,2006,WD,Normal,131000,1766,2.0,23,23,0,164,0,1,0
60,RL,149.0,12589,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,742,742,GasA,5,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,Fin,2,390,3,3,Y,36,24,0,0,0,0,0,None,None,0,6,2009,WD,Normal,174000,2226,2.5,4,4,0,60,0,1,1
90,RL,80.0,11600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,TA,TA,No,Rec,443,Unf,0,662,1105,GasA,3,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,3,12,Typ,0,0,Detchd,1960.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,None,None,0,1,2010,WD,Normal,154300,3379,2.0,50,50,0,0,0,1,0
20,RL,70.0,9286,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268,GasA,3,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,4,5,Typ,0,0,Detchd,1978.0,Unf,1,252,3,3,Y,173,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,143500,2536,1.5,32,20,1,173,0,1,0
30,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,TA,No,Rec,489,Unf,0,279,768,GasA,3,N,SBrkr,1015,0,0,1015,0,0,1,0,3,1,3,6,Min1,0,0,Detchd,1925.0,Unf,1,450,3,3,Y,0,0,112,0,120,0,0,MnPrv,Shed,620,7,2006,WD,Abnorml,88000,1783,1.0,81,56,1,232,0,1,0
90,RH,82.0,6270,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,284,Unf,0,717,1001,GasA,3,N,FuseA,1001,1001,0,2002,0,0,2,0,4,2,3,8,Typ,0,0,2Types,1949.0,Unf,3,871,3,3,Y,0,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,145000,3003,2.0,58,57,1,0,0,1,0
160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,Gd,TA,Av,GLQ,294,Unf,0,318,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2009.0,RFn,2,528,3,3,Y,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,173733,1836,2.5,0,0,0,234,0,1,0
160,RM,21.0,2001,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,2,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,1970.0,Unf,1,286,3,3,Y,0,0,0,0,0,0,0,None,None,0,1,2007,WD,Normal,75000,1638,1.5,37,37,0,0,0,1,0
20,C (all),50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,TA,TA,Av,BLQ,50,Unf,0,430,480,GasA,3,N,FuseA,480,0,0,480,1,0,0,0,1,1,3,4,Typ,0,0,Detchd,1958.0,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,None,None,0,10,2006,WD,Abnorml,35311,960,1.0,57,56,1,0,0,1,0
20,RL,65.5,17140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,1059,Unf,0,75,1134,GasA,5,Y,FuseA,1229,0,0,1229,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1956.0,RFn,1,284,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,135000,2363,1.0,53,53,0,0,0,1,0
60,RL,103.0,13125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,Ex,TA,Mn,BLQ,48,GLQ,634,422,1104,GasA,5,Y,SBrkr,912,1215,0,2127,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1991.0,RFn,3,833,3,3,Y,72,192,224,0,0,0,0,GdPrv,None,0,11,2007,WD,Normal,238000,3231,3.5,16,16,0,488,0,1,1
20,RL,87.0,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,3,CBlock,Gd,TA,No,ALQ,528,BLQ,411,245,1184,GasA,5,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,3,6,Min1,1,3,Attchd,1990.0,Unf,2,601,3,3,Y,0,51,0,0,190,0,0,None,None,0,5,2008,WD,Normal,176500,2598,2.0,50,6,1,241,0,1,1
60,RL,70.0,8462,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,Gd,Gd,No,GLQ,814,Unf,0,114,928,GasA,5,Y,SBrkr,936,785,0,1721,0,1,2,1,3,1,4,7,Typ,0,0,Attchd,1994.0,RFn,2,471,3,3,Y,300,87,0,0,0,0,0,None,None,0,7,2007,WD,Normal,201000,2649,3.0,13,13,0,387,0,1,0
90,RL,67.0,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,1084,Unf,0,188,1272,GasA,4,Y,SBrkr,1272,928,0,2200,2,0,2,2,4,2,3,9,Typ,0,0,None,0.0,None,0,0,0,0,N,0,70,0,0,0,0,0,GdPrv,None,0,9,2008,WD,Normal,145900,3472,5.0,108,5,1,70,0,0,0
20,RL,65.0,10237,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,28,Unf,0,1288,1316,GasA,5,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2005.0,Fin,2,397,3,3,Y,100,0,0,23,0,0,0,None,None,0,10,2006,New,Partial,169990,2632,2.0,1,0,1,123,0,1,1
120,RL,50.0,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,Gd,TA,No,LwQ,165,GLQ,841,598,1604,GasA,5,Y,SBrkr,1617,0,0,1617,1,0,2,0,2,1,4,5,Typ,1,2,Attchd,1993.0,RFn,2,533,3,3,Y,0,69,0,0,0,0,0,None,None,0,7,2008,WD,Normal,193000,3221,3.0,15,14,1,69,0,1,1
20,RL,79.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,Gd,TA,No,BLQ,625,LwQ,1061,0,1686,GasA,3,Y,SBrkr,1686,0,0,1686,1,0,2,0,3,1,3,7,Typ,1,3,Attchd,1980.0,Unf,2,612,3,3,Y,384,131,0,0,0,0,0,None,None,0,5,2006,WD,Normal,207500,3372,3.0,26,26,0,515,0,1,1
20,RL,80.0,15611,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,GasA,3,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,5,6,Typ,0,0,Attchd,1977.0,RFn,2,540,3,3,Y,180,0,0,0,0,0,0,None,None,0,3,2008,WD,Abnorml,175000,2252,2.5,31,31,0,180,0,1,0
60,RL,93.0,11999,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,1181,1181,GasA,5,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2003.0,Fin,3,656,3,3,Y,104,100,0,0,0,0,0,None,None,0,5,2007,WD,Normal,285000,3555,2.5,4,3,1,204,0,1,1
60,RL,80.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,3,3,CBlock,TA,TA,No,BLQ,552,Unf,0,280,832,GasA,4,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,3,9,Typ,1,4,Attchd,1968.0,RFn,2,486,3,3,Y,0,43,0,0,0,0,0,GdPrv,None,0,4,2008,WD,Normal,176000,2810,2.5,40,40,0,43,0,1,1
20,RL,70.0,11838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,1753,1753,GasA,5,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,5,7,Typ,1,3,Attchd,2001.0,RFn,2,522,3,3,Y,202,151,0,0,0,0,0,None,None,0,6,2009,WD,Normal,236500,3541,2.0,8,8,0,353,0,1,1
60,RL,65.0,13006,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,964,964,GasA,4,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,1997.0,Fin,2,642,3,3,Y,0,0,0,0,0,0,0,None,None,0,11,2006,WD,Normal,222000,3200,2.5,9,9,0,0,0,1,1
20,RL,73.0,8925,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,GLQ,16,Unf,0,1450,1466,GasA,5,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,Fin,3,610,3,3,Y,100,18,0,0,0,0,0,None,None,0,7,2009,WD,Normal,201000,2932,2.0,2,2,0,118,0,1,0
20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,BLQ,338,Rec,466,121,925,GasA,5,Y,SBrkr,925,0,0,925,0,1,1,0,2,1,3,5,Typ,0,0,Detchd,1965.0,Unf,1,429,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,117500,1850,1.5,44,44,0,0,0,1,0
20,RL,84.0,11670,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,5,3,PConc,Ex,Gd,No,Unf,0,Unf,0,1905,1905,GasA,5,Y,SBrkr,1905,0,0,1905,0,0,2,0,3,1,5,8,Typ,1,4,Attchd,2006.0,Fin,3,788,3,3,Y,0,191,0,0,0,0,0,None,None,0,3,2007,WD,Normal,320000,3810,2.0,1,1,0,191,0,1,1
20,RL,63.0,8487,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,Gd,TA,Av,GLQ,20,Unf,0,1480,1500,GasA,5,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2,570,3,3,Y,192,36,0,0,0,0,0,None,None,0,8,2009,WD,Normal,190000,3000,2.0,5,5,0,228,0,1,0
20,RL,313.0,27650,Pave,None,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,Gd,TA,Gd,GLQ,425,Unf,0,160,585,GasA,5,Y,SBrkr,2069,0,0,2069,1,0,2,0,4,1,4,9,Typ,1,4,Attchd,1960.0,RFn,2,505,3,3,Y,0,0,0,0,0,0,0,None,None,0,11,2008,WD,Normal,242000,2654,3.0,48,1,1,0,0,1,1
30,RL,52.0,5825,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,3,4,PConc,Fa,TA,Mn,Unf,0,Unf,0,600,600,GasA,4,Y,SBrkr,747,0,0,747,0,0,1,0,1,1,3,5,Typ,0,0,Detchd,1953.0,Unf,2,528,3,3,Y,0,0,32,0,0,0,0,None,None,0,6,2006,WD,Normal,79900,1347,1.0,80,53,1,32,0,1,0
20,RL,67.0,10083,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,833,Unf,0,343,1176,GasA,5,Y,SBrkr,1200,0,0,1200,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,2003.0,RFn,2,555,3,3,Y,0,41,0,0,0,0,0,None,None,0,8,2009,WD,Normal,184900,2376,3.0,6,6,0,41,0,1,0
60,RL,75.0,9675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Mn,GLQ,341,Unf,0,772,1113,GasA,5,Y,SBrkr,1113,858,0,1971,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,RFn,2,689,3,3,Y,0,48,0,0,0,0,0,None,None,0,2,2009,WD,Normal,253000,3084,2.5,4,4,0,48,0,1,1
60,RL,73.0,8760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,Gd,Mn,GLQ,464,Unf,0,927,1391,GasA,5,Y,SBrkr,1391,571,0,1962,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2006.0,RFn,3,868,3,3,Y,0,90,0,0,0,0,0,None,None,0,8,2006,New,Partial,239799,3353,2.5,0,0,0,90,0,1,0
70,RL,80.0,24090,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,Mn,Unf,0,Unf,0,1032,1032,GasA,5,Y,SBrkr,1207,1196,0,2403,0,0,2,0,4,1,3,10,Typ,2,3,Attchd,1940.0,Unf,1,349,3,3,Y,56,0,318,0,0,0,0,None,None,0,6,2010,COD,Normal,244400,3435,2.0,70,60,1,374,0,1,1
90,RL,55.0,12640,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,Gd,Rec,936,LwQ,396,396,1728,GasA,3,Y,SBrkr,1728,0,0,1728,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1976.0,Unf,2,574,3,3,Y,40,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,150900,3456,2.0,30,30,0,40,0,1,0
60,RL,65.0,8755,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,Gd,TA,No,ALQ,772,Unf,0,220,992,GasA,5,Y,SBrkr,1022,1038,0,2060,1,0,2,1,3,1,4,8,Typ,1,3,BuiltIn,1999.0,RFn,2,390,3,3,Y,0,0,0,168,0,0,0,GdPrv,None,0,6,2009,WD,Normal,214000,3052,3.5,10,10,0,168,0,1,1
90,RL,42.0,7711,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,Gd,TA,Gd,GLQ,1440,Unf,0,0,1440,GasA,3,Y,SBrkr,1440,0,0,1440,2,0,2,0,4,2,3,8,Typ,0,0,None,0.0,None,0,0,0,0,N,321,0,0,0,0,0,0,None,None,0,8,2007,Oth,Abnorml,150000,2880,4.0,30,30,0,321,0,0,0
90,RL,100.0,25000,Pave,None,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,Av,Unf,0,Unf,0,1632,1632,GasA,3,Y,SBrkr,1632,0,0,1632,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1967.0,Unf,2,576,3,3,P,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,143000,3264,2.0,40,40,0,0,0,1,0
20,RL,85.0,14375,Pave,None,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,TA,TA,No,GLQ,111,Rec,354,354,819,GasA,4,Y,FuseA,1344,0,0,1344,0,1,1,0,3,1,4,7,Typ,1,4,Basment,1958.0,RFn,2,525,3,3,Y,0,118,0,0,233,0,0,None,None,0,1,2009,COD,Abnorml,137500,2163,1.5,51,51,0,351,0,1,1
50,RM,98.0,8820,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,TA,TA,No,LwQ,1088,Unf,0,0,1088,GasA,3,Y,SBrkr,1188,561,120,1869,0,0,1,0,2,1,3,7,Typ,0,0,Detchd,1963.0,Unf,2,456,3,3,Y,48,0,244,0,0,0,0,MnWw,None,0,9,2009,WD,Normal,124900,2837,1.0,119,13,1,292,0,1,0
80,RL,70.0,8163,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,TA,TA,Av,ALQ,748,BLQ,294,102,1144,GasA,3,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1959.0,RFn,1,796,3,3,Y,86,0,0,0,0,0,0,None,None,0,3,2006,WD,Normal,143000,2288,2.0,47,47,0,86,0,1,1
20,RL,85.0,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,Gd,TA,Av,GLQ,1300,Unf,0,316,1616,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,4,9,Typ,1,4,Attchd,2002.0,Fin,3,808,3,3,Y,0,252,0,0,0,0,0,None,None,0,11,2007,WD,Normal,270000,3245,3.0,5,4,1,252,0,1,1
60,RL,65.0,14006,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,3,PConc,Gd,TA,None,Unf,0,Unf,0,936,936,GasA,5,Y,SBrkr,936,840,0,1776,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,2002.0,RFn,2,474,3,3,Y,144,96,0,0,0,0,0,None,None,0,2,2006,WD,Normal,192500,2712,2.5,4,4,0,240,0,1,1
20,RL,78.0,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,No,ALQ,982,Unf,0,179,1161,GasA,3,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,4,5,Typ,1,3,Attchd,1972.0,RFn,2,676,3,3,Y,0,0,0,0,0,0,0,None,None,0,3,2010,WD,Normal,197500,2542,2.5,38,4,1,0,0,1,1
